     45.1200, 133930.2140,     -0.2427, 133930.2100,     -2.3371, 133930.2060,      1.8517,    904.0280,     -0.3675,    904.0270,     -2.4619,    904.0280,      1.7269,    904.0280,     -0.3675,    904.0270,     -2.4619,    904.0280,      1.7269,   1808.0570,      2.7741,   1808.0560,      0.6797,   1808.0570,     -1.4147, 133930.2140,     -0.2427, 133930.2100,     -2.3371, 133930.2060,      1.8517, 133930.2140,     -0.2427, 133930.2100,     -2.3371, 133930.2060,      1.8517, 133930.2140,     -0.2427, 133930.2100,     -2.3371, 133930.2060,      1.8517,     50.0000,      0.0030
     45.1600, 133930.2220,     -0.2427, 133930.2250,     -2.3371, 133930.2150,      1.8517,    904.0250,     -0.3675,    904.0250,     -2.4619,    904.0250,      1.7269,    904.0250,     -0.3675,    904.0250,     -2.4619,    904.0250,      1.7269,   1808.0520,      2.7741,   1808.0520,      0.6797,   1808.0520,     -1.4147, 133930.2220,     -0.2427, 133930.2250,     -2.3371, 133930.2150,      1.8517, 133930.2220,     -0.2427, 133930.2250,     -2.3371, 133930.2150,      1.8517, 133930.2220,     -0.2427, 133930.2250,     -2.3371, 133930.2150,      1.8517,     50.0000,      0.0010
     45.2000, 133930.2300,     -0.2427, 133930.2340,     -2.3371, 133930.2250,      1.8517,    904.0230,     -0.3675,    904.0230,     -2.4619,    904.0230,      1.7269,    904.0230,     -0.3675,    904.0230,     -2.4619,    904.0230,      1.7269,   1808.0480,      2.7741,   1808.0470,      0.6797,   1808.0470,     -1.4147, 133930.2300,     -0.2427, 133930.2340,     -2.3371, 133930.2250,      1.8517, 133930.2300,     -0.2427, 133930.2340,     -2.3371, 133930.2250,      1.8517, 133930.2300,     -0.2427, 133930.2340,     -2.3371, 133930.2250,      1.8517,     50.0000,      0.0020
     45.2400, 133930.2440,     -0.2427, 133930.2480,     -2.3371, 133930.2310,      1.8517,    904.0210,     -0.3675,    904.0210,     -2.4619,    904.0210,      1.7269,    904.0210,     -0.3675,    904.0210,     -2.4619,    904.0210,      1.7269,   1808.0440,      2.7741,   1808.0430,      0.6797,   1808.0430,     -1.4147, 133930.2440,     -0.2427, 133930.2480,     -2.3371, 133930.2310,      1.8517, 133930.2440,     -0.2427, 133930.2480,     -2.3371, 133930.2310,      1.8517, 133930.2440,     -0.2427, 133930.2480,     -2.3371, 133930.2310,      1.8517,     50.0000,      0.0030
     45.2800, 133930.2510,     -0.2427, 133930.2490,     -2.3371, 133930.2470,      1.8517,    904.0200,     -0.3675,    904.0190,     -2.4619,    904.0190,      1.7269,    904.0200,     -0.3675,    904.0190,     -2.4619,    904.0190,      1.7269,   1808.0400,      2.7741,   1808.0400,      0.6797,   1808.0400,     -1.4147, 133930.2510,     -0.2427, 133930.2490,     -2.3371, 133930.2470,      1.8517, 133930.2510,     -0.2427, 133930.2490,     -2.3371, 133930.2470,      1.8517, 133930.2510,     -0.2427, 133930.2490,     -2.3371, 133930.2470,      1.8517,     50.0000,      0.0030
     45.3200, 133930.2660,     -0.2427, 133930.2550,     -2.3371, 133930.2440,      1.8517,    904.0190,     -0.3675,    904.0190,     -2.4619,    904.0190,      1.7269,    904.0190,     -0.3675,    904.0190,     -2.4619,    904.0190,      1.7269,   1808.0390,      2.7741,   1808.0390,      0.6797,   1808.0380,     -1.4147, 133930.2660,     -0.2427, 133930.2550,     -2.3371, 133930.2440,      1.8517, 133930.2660,     -0.2427, 133930.2550,     -2.3371, 133930.2440,      1.8517, 133930.2660,     -0.2427, 133930.2550,     -2.3371, 133930.2440,      1.8517,     50.0000,      0.0040
     45.3600, 133930.2670,     -0.2427, 133930.2580,     -2.3371, 133930.2420,      1.8517,    904.0190,     -0.3675,    904.0180,     -2.4619,    904.0180,      1.7269,    904.0190,     -0.3675,    904.0180,     -2.4619,    904.0180,      1.7269,   1808.0380,      2.7741,   1808.0380,      0.6797,   1808.0380,     -1.4147, 133930.2670,     -0.2427, 133930.2580,     -2.3371, 133930.2420,      1.8517, 133930.2670,     -0.2427, 133930.2580,     -2.3371, 133930.2420,      1.8517, 133930.2670,     -0.2427, 133930.2580,     -2.3371, 133930.2420,      1.8517,     50.0000,      0.0020
     45.4000, 133930.2630,     -0.2427, 133930.2580,     -2.3371, 133930.2390,      1.8517,    904.0190,     -0.3675,    904.0190,     -2.4619,    904.0190,      1.7269,    904.0190,     -0.3675,    904.0190,     -2.4619,    904.0190,      1.7269,   1808.0400,      2.7741,   1808.0400,      0.6797,   1808.0390,     -1.4147, 133930.2630,     -0.2427, 133930.2580,     -2.3371, 133930.2390,      1.8517, 133930.2630,     -0.2427, 133930.2580,     -2.3371, 133930.2390,      1.8517, 133930.2630,     -0.2427, 133930.2580,     -2.3371, 133930.2390,      1.8517,     50.0000,      0.0040
     45.4400, 133930.2670,     -0.2427, 133930.2580,     -2.3371, 133930.2450,      1.8517,    904.0200,     -0.3675,    904.0200,     -2.4619,    904.0200,      1.7269,    904.0200,     -0.3675,    904.0200,     -2.4619,    904.0200,      1.7269,   1808.0420,      2.7741,   1808.0420,      0.6797,   1808.0420,     -1.4147, 133930.2670,     -0.2427, 133930.2580,     -2.3371, 133930.2450,      1.8517, 133930.2670,     -0.2427, 133930.2580,     -2.3371, 133930.2450,      1.8517, 133930.2670,     -0.2427, 133930.2580,     -2.3371, 133930.2450,      1.8517,     50.0000,      0.0020
     45.4800, 133930.2660,     -0.2427, 133930.2520,     -2.3371, 133930.2360,      1.8517,    904.0220,     -0.3675,    904.0220,     -2.4619,    904.0220,      1.7269,    904.0220,     -0.3675,    904.0220,     -2.4619,    904.0220,      1.7269,   1808.0460,      2.7741,   1808.0460,      0.6797,   1808.0450,     -1.4147, 133930.2660,     -0.2427, 133930.2520,     -2.3371, 133930.2360,      1.8517, 133930.2660,     -0.2427, 133930.2520,     -2.3371, 133930.2360,      1.8517, 133930.2660,     -0.2427, 133930.2520,     -2.3371, 133930.2360,      1.8517,     50.0000,      0.0030
     45.5200, 133930.2660,     -0.2427, 133930.2490,     -2.3371, 133930.2290,      1.8517,    904.0240,     -0.3675,    904.0240,     -2.4619,    904.0240,      1.7269,    904.0240,     -0.3675,    904.0240,     -2.4619,    904.0240,      1.7269,   1808.0490,      2.7741,   1808.0500,      0.6797,   1808.0490,     -1.4147, 133930.2660,     -0.2427, 133930.2490,     -2.3371, 133930.2290,      1.8517, 133930.2660,     -0.2427, 133930.2490,     -2.3371, 133930.2290,      1.8517, 133930.2660,     -0.2427, 133930.2490,     -2.3371, 133930.2290,      1.8517,     50.0000,      0.0000
     45.5600, 133930.2560,     -0.2427, 133930.2430,     -2.3371, 133930.2290,      1.8517,    904.0260,     -0.3675,    904.0260,     -2.4619,    904.0260,      1.7269,    904.0260,     -0.3675,    904.0260,     -2.4619,    904.0260,      1.7269,   1808.0530,      2.7741,   1808.0530,      0.6797,   1808.0530,     -1.4147, 133930.2560,     -0.2427, 133930.2430,     -2.3371, 133930.2290,      1.8517, 133930.2560,     -0.2427, 133930.2430,     -2.3371, 133930.2290,      1.8517, 133930.2560,     -0.2427, 133930.2430,     -2.3371, 133930.2290,      1.8517,     50.0000,      0.0020
